Datasource Name,Datasource ID,Field Name,Full Name,Description,Table ID,Table Name,Database Name
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Opps(3mos),opps_3mos,Total number of closed won and closed lost opportunities(all categories) in the last 3 months,95765d1b-1f4b-82d2-1701-942ff1556430,dedicated_scores,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Company Primary Industry,Company_Primary_Industry,Industry corresponding to the company,971fcdde-7e0d-327a-2a8d-9cd28c38b878,do_profile,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,rank amount USD,Calculation_1953436396714323976,Show the position number depending of the aggregation applied,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Racker Name,racker_name,Name of the assigned racker,17155148-b990-311d-7918-2ae36f9346af,vw_assigned_rackers,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,BColor_%Ch In INV (6mos),BColor_%Devices In Contract (copy 6)_1611725738598305799,Background conditional color depending of the % change in the invoice the last 6 months,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk (Vw A360 Opportunities),tmk (vw_a360_opportunities),Time key corresponding to the opportunity date,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,NPS T,__tableau_internal_object_id__.vw_a360_npst_7E8AFA1ED0494483A6E748FDA3C3A260,NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Avg MRR (12mos),Calculation_3632997543476543488,Average over 12 months of what teh customer was invoiced,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Interactions,interactions,"Number of interactions with the customer (QBR, ASR, ITP, SRM, MSR) in the last 12 months",9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Do Tech Melt,__tableau_internal_object_id__.vw_a360_do_tech_melt_9788FE21741D49EE9DBEC6DEE2B91018,NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,BColor_Opps(3mos),BColor_%Devices In Contract (copy)_1611725738590097408,Background color depending of the total number of close won or lost opportunities in the last 3 months,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Status,account_status,Current status for the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Cat Interactions,cat_interactions,"Category for interactions (High: lower than 3, Medium: equal to 3, Low: grather than 3)",9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Assignment End Date,assignment_end_date,End date of the assignment of the racker,17155148-b990-311d-7918-2ae36f9346af,vw_assigned_rackers,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Task Type,task_type,Type corresponding to the task,78a1f9ec-733a-e666-9189-bfd4b576fe68,account360_tasks,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Opportunity Final Type,opportunity_final_type,Final type assigned to the opportunity,a0bddd6f-610a-19db-4646-c0a28933c0e0,vw_a360_opportunities,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Nps,nps,Nps score,95765d1b-1f4b-82d2-1701-942ff1556430,dedicated_scores,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Last Month Invoice,Last Quarter Invoice (copy)_1915437255445684224,Returns the invoice amount of the last month in the current year,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Survey Status,Survey Status,Status of the survey,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Opportunity Number,opportunity_number,Number of the opportunity,a0bddd6f-610a-19db-4646-c0a28933c0e0,vw_a360_opportunities,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Last 12 Months  Invoice,Last Quarter Invoice (copy) (copy)_1915437255445712897,Returns the invoice amount of the last 12 months,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Avg Mrr Bucket,avg_mrr_bucket,Average of the monthly recurrent revenue bucket,95765d1b-1f4b-82d2-1701-942ff1556430,dedicated_scores,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,CSAT Ticket Tool,ticket_tool,Tool from which the ticket come from,7ca764f2-18ef-6d92-42be-675d58978c67,vw_a360_csat_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Invoicing Rank,Invoicing_Rank,Rank corresponding to the invoicing amount,a9ed7f37-3df0-add6-29a7-ec7f1092c0d6,top_customers_hierarchy,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Data,__tableau_internal_object_id__.vw_a360_account_data_826D210B74644CD9B711E8C2B639C6B6,NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Opp Created Date,created_date,NA,a0bddd6f-610a-19db-4646-c0a28933c0e0,vw_a360_opportunities,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk (Vw A360 Npst),tmk (vw_a360_npst),Time key to show the month and year corresponding to the nps campaign,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Ticket Url,ticket_url,URL to the ticket related to the NPS survey,554dbefe-77ad-6ed7-1ddc-f1b59f6cb37b,vw_a360_npst,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Support Region,support_region,Support region corresponding to the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Ticket Movement Score,ticket_movement_score,0-100 numeric score ranking account % outlier tickets. Weighted 75% to queue entries and 25% to number of responses,95765d1b-1f4b-82d2-1701-942ff1556430,dedicated_scores,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,respondent_id,respondent_id,Id of the person that answered the survey,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,CSAT Survey Score,csat_score,Score gave in the CSAT Survey,7ca764f2-18ef-6d92-42be-675d58978c67,vw_a360_csat_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Region,Account Region,Region associated with the account,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Revenue  Rank,Executive Sponsor (copy)_569986866116599818,Aggregated for requested periods,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Pct Change 3Vs6,pct_change_3vs6,Percentage change in last 3 months vs prior 6 months,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Number,account_number,Account number corresponding to the account id,17155148-b990-311d-7918-2ae36f9346af,vw_assigned_rackers,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Number,account_number,Account number corresponding to the account id,554dbefe-77ad-6ed7-1ddc-f1b59f6cb37b,vw_a360_npst,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Number,account_number,Account number corresponding to the account id,7ca764f2-18ef-6d92-42be-675d58978c67,vw_a360_csat_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Number,account_number,Account number corresponding to the account id,95765d1b-1f4b-82d2-1701-942ff1556430,dedicated_scores,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Number,account_number,Account number corresponding to the account id,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Number,account_number,Account number corresponding to the account id,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Accounts,Calculation_569986864295899137,Count of the distinct account in data,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Invoice amount.,Invoice amount (copy)_2631509613821497345,"This field manage the behaviour of the ""White Space - Invoice time options"" parameter",NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,segment (vw_a360_account_data),segment (vw_a360_account_data),Segment corresponding to the account,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Survey Response Date Temp,Survey Response Date Temp,Full date of the survey response,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Pct Change Inv 3Vs6,pct_change_inv_3vs6,Percentage change in invoice in last 3 months vs prior 6 months,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Id (Vw A360 Account Data),account_id (vw_a360_account_data),Account identifier in the source of the account,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Sfdc User Id,sfdc_user_id,Id of the user as shown in Salesforce,17155148-b990-311d-7918-2ae36f9346af,vw_assigned_rackers,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Support Super Region,support_super_region,Support super region corresponding to the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Company_IT_Budget__Mil_,Company_IT_Budget__Mil_,Budget amount corresponding to the company,971fcdde-7e0d-327a-2a8d-9cd28c38b878,do_profile,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Company Revenue,Company_Revenue,Revenue amount corresponding to the company,971fcdde-7e0d-327a-2a8d-9cd28c38b878,do_profile,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Technical Support Profile,Calculation_569986864379494404,"Aggregated ranking of all the following technical support profile metrics: Resolution Score, Response Score, Movement Score",NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,NPS-R Score,Calculation_309622528213651457,Score given in the survey,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Identifier,account_identifier,Account identifier based on the account number and the account type,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,pos,pos,NA,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Support Team,support_team,Support team corresponding to the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,CES Response R,Calculation_309622528496832517,Response corresponding to the survey,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Key Date,key_date,Date corresponding to the data,95765d1b-1f4b-82d2-1701-942ff1556430,dedicated_scores,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Question Text,Question Text,Description of the question,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Current_Quarter,Last_Quarter (copy)_2631509613833056260,Custom field to get the current quarter,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Number (Dedicated Scores),account_number (dedicated_scores),Account number corresponding to the account id,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Product Tier 2,product_tier_2,Filter showing 2nd level detailed product description,b12e873c-4f3f-39b2-97f8-deb05bb31c0e,vw_a360_invoicing,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Tier,account_tier,The account tier for the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,nps_response,nps_response,Response for the NPS score,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Revenue,revenue,Revenue amount,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Last_Month,Last_Quarter (copy)_1915437256167383054,Custom field to get the last month based in the current month,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Name (Customer Journey Summary),account_name (customer_journey_summary),Account name corresponding to the account number,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Support Sub Region,support_sub_region,Support sub-region corresponding to the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,CES Options,Calculation_1953436396377108480,"This field manage the behaviour of the ""CES Options"" parameter",NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Task Scheduled,Task Complete (copy)_1204431455001563140,Id of the scheduled tasks,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Number Filter,Account Number Filter,Set to filter the account numbers,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,CSAT Ticket Automated,ticket_automated,Indicates if the ticket associated with the csat response is automated or not,7ca764f2-18ef-6d92-42be-675d58978c67,vw_a360_csat_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Id (Vw A360 Invoicing),account_id (vw_a360_invoicing),Account identifier in the source of the account,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,DiscoverOrg Link,Calculation_1204431454689120257,Link to see information related to the selected company,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Cat Resolution Score,cat_resolution_score,"Category for resolution score (High: Score lower than 3, Medium: Score equal to 3, Low: Score grather than 3)",9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Assignment Start Date,assignment_start_date,Start date of the assignment of the racker,17155148-b990-311d-7918-2ae36f9346af,vw_assigned_rackers,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk (Customer Journey Summary),tmk (customer_journey_summary),Date key correspoding to the run date,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,$Ch in INV (3/6mos),cat_pct_change_3vs6,Percentage change in invoice in last 3 months vs last 6 months,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Team,Account Team,Team associated with the account,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,SAT Table - Bridge,__tableau_internal_object_id__.vw_a360_sat_table_9AF8C626BE224E61823D60FB66B31830,NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Support Segment,support_segment,Support segment corresponding to the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Executive Sponsor Long Id,executive_sponsor_long_id,Full ID of the executive sponsor,2e534240-3655-a187-8b5a-6aa6d9078b4c,account360_executivesponsor,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Churn Action Tracker Link,Calculation_1953436396703289345,"Contains the label ""Churn Tracker""",NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,max tmk,Calculation_1063412490997075972,Maximum time key in the data,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Do Company Id,do_company_id,ID corresponding to the ID,ecac546d-77aa-f7b4-2e81-8dff3006fd10,vw_a360_do_tech_melt,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,TMK_DAY PREV Q,TMK_DAY (copy) (copy)_1915437256117776395,Previous quarter corresponding to the selected quarter,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,account_number (Custom SQL Query1),account_number (Custom SQL Query1),NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Total Credits,Calculation_2220556120327327746,Total amount of credits,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,BColor_Ticket Response Score,BColor_%Devices In Contract (copy 8)_1611725738598322185,Background color depending of the ticket response score measure,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk (Vw A360 Sat Table),tmk (vw_a360_sat_table),NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,test Churn Risk Set high,test Churn Risk Set high,NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Ticket Resolution Score,ticket_resolution_score,0-100 numeric score ranking account % outlier tickets. Weighted 75% to ticket lifetime and 25% to active resolution time,95765d1b-1f4b-82d2-1701-942ff1556430,dedicated_scores,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Cat Booking Opps,cat_booking_opps,"Category for booking opportunities  (High: Opp count lower than 3, Medium: Opp count equal to 3, Low: Opp count grather than 3)",9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,ticket_number,ticket_number,Number of the ticket as found in ENCORE and CORE,7ca764f2-18ef-6d92-42be-675d58978c67,vw_a360_csat_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,CSAT,__tableau_internal_object_id__._A40DC05D8E0345828EBCE6C87AC7E14B,NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Current Quarter Invoice,Last Quarter Invoice (copy)_2631509613833158661,Custom calculated field returns the invoice amount from the current quarter,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,NPS Response,Calculation_309622528214290434,NPS Response,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Status Profile,Calculation_569986864358944770,"Aggregated ranking of all the following account status profile metrics: %Ch in INV (3/6 mos), GPI Count",NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tasks,__tableau_internal_object_id__.account360_tasks_B6E20E71F49542FAAB9AAFBE43A0DBC3,NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Product Tier 1,product_tier_1,Highest level showing product description,b12e873c-4f3f-39b2-97f8-deb05bb31c0e,vw_a360_invoicing,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Run Date,run_date,Date of the latest updated data,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Cat Lost Opps,cat_lost_opps,"Category for lost opportunities  (High: lower than 3, Medium: equal to 3, Low: grather than 3)",9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Company Name (Customer Journey Summary),company_name (customer_journey_summary),Name corresponding to the company,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,BColor_Renewals In Pipeline,BColor_%Devices In Contract (copy 4)_1611725738598281221,Background color depending of the number of renewal opportunities in pipeline,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Gl Account Group,gl_account_group,Account group correspoding to the GL account number,b12e873c-4f3f-39b2-97f8-deb05bb31c0e,vw_a360_invoicing,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Survey Comment,Survey Comment,Comment given in the survey,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Top 200 Salesforce,top_200_salesforce,Boolean field to filter the Top 200 salesforce,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Activity Owner,activity_owner,Person that is assigned for the task,78a1f9ec-733a-e666-9189-bfd4b576fe68,account360_tasks,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Survey Response,Survey Response,Response selected in the survey,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,BColor_CSM Count,Calculation_3611042497472765954,Background color depending of the CSM count measure,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Cat Churn,cat_churn,"Category for churn  (High: lower than 3, Medium: equal to 3, Low: grather than 3)",9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Amount Usd Normalized,amount_usd_normalized,Amount normalized in USD corresponding to the invoice,b12e873c-4f3f-39b2-97f8-deb05bb31c0e,vw_a360_invoicing,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Executive Sponsor Company Name,Executive_Sponsor_Company_Name,Is the last executive to log activity for a company,a9ed7f37-3df0-add6-29a7-ec7f1092c0d6,top_customers_hierarchy,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Open Pipeline Count,Calculation_569986864287047680,Show the opportunity numbers that aren't close,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,BColor_Ticket Movement Score,BColor_%Devices In Contract (copy)_1611725738598240258,Background color depending of the ticket movement score measure,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Task Date Range Set,Task Date Range Set,Set to exclude the older tasks,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Support Business Unit,support_business_unit,Support business unit corresponding to the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Open Pipeline Opps,Open Pipeline Opps,Set to exclude Closed Won and Closed Lost,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Task Date Range Set Previous,Task Date Range Set (copy),Set to exclude the newest tasks,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Parent Account Number,parent_account_number,Parent account number corresponding to the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,chain_n,chain_n,Chain name,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Service Level,account_service_level,Service level for the account,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Current Month Invoice,Last Month Invoice (copy)_2631509613828452355,Custom calculated field returns the invoice amount  from the current month,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Task Complete,Calculation_1204431454995181570,If the task is complete the task ID is shown else a null value is shown,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Technology Identified,Calculation_1820861672441008128,"Custom field to identify the Technology to be shown in the data, if there's more than 1 technology for the selected row, so the Parent Name of the technology is going to be shown otherwise the Tecnhnology name is shown",NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Lost Opps,lost_opps,Number of lost opportunities in the last 12 months,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Opp Owner Name,opp_owner_name,Person owner of the opportunity,a0bddd6f-610a-19db-4646-c0a28933c0e0,vw_a360_opportunities,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Quarter,quarter,Quarter and year,0c0a3fc8-3fa7-f0d5-574b-7e1d15f932f8,vw_a360_time_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Blank,Calculation_1915437255447859206,Blank custom field,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,CSAT Feedback Type,csat_feedback_type,Type of feedback given in the survey,7ca764f2-18ef-6d92-42be-675d58978c67,vw_a360_csat_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Technology,technology,Technology corresponding to the company,ecac546d-77aa-f7b4-2e81-8dff3006fd10,vw_a360_do_tech_melt,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Ticket Nps Value,ticket_nps_value,Value gave to the nps survey (0-10),554dbefe-77ad-6ed7-1ddc-f1b59f6cb37b,vw_a360_npst,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Task Subject,task_subject,Subject corresponding to the task,78a1f9ec-733a-e666-9189-bfd4b576fe68,account360_tasks,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Record Effective End Date,account_record_effective_end_date,End date which indicate when the record was effective,dd091765-2f12-cbe6-41a9-460c2394d570,vw_a360_account_data,rax-enterprisebi
